Camname,Camctg,Camlat,Camlon,Camnewadd,Camoldadd,Camtel,Camsite,Campark,Camconv
호명산캠프,야영장,37.7443786,127.4458125,경기도 가평군 청평면 우무내길 169,경기도 가평군 하천리 119-23,031-584-5552,40,13,전기시설+상하수도시설+샤워실+화장실
캠핑어클락,야영장,37.847206,127.3774509,경기도 가평군 조종면 연인산로474번길 27,경기도 가평군 조종면 마일리 370-3,031-585-3509,20,7,전기시설+상하수도시설+샤워실+화장실
클럽레드존캠핑장,자동차야영장,37.7599924,127.5409691,경기도 가평군 가평읍 북한강변로 360-69,경기도 가평군 가평읍 금대리 49-4,000-0000-0000,16,5,전기시설+상하수도시설+샤워실+화장실
국립유명산자연휴양림,자동차야영장,37.5899314,127.4903886,경기도 가평군 설악면 유명산길 79-156,경기도 가평군 설악면 가일리 산58-1,031-589-5487,20,7,전기시설+상하수도시설+샤워실+화장실
토토큰바위 야영장,자동차야영장,37.9619954,127.5276808,경기도 가평군 북면 화악산로 1246,경기도 가평군 북면 화악리 1017-1번지,031-581-1979,25,8,전기시설+상하수도시설+샤워실+화장실
자라섬캠핑장,자동차야영장,37.820905,127.5208312,경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 대곡리 27-14,031-8078-8028,334,111,전기시설+상하수도시설+샤워실+화장실
향기로운추억캠핑장,야영장,37.7530792,127.5356653,경기도 가평군 가평읍 북한강변로 274,경기도 가평군 가평읍 금대리 102-2외 1필지,000-0000-0000,17,6,전기시설+상하수도시설+샤워실+화장실
또올래캠핑장,야영장,37.9746589,127.4475795,경기도 가평군 북면 가화로 2745-70,경기도 가평군 북면 적목리 119외 3필지,000-0000-0000,30,10,전기시설+상하수도시설+샤워실+화장실
구름계곡캠핑장,야영장,37.8878092,127.5386808,경기도 가평군 북면 제령아랫말길 69,경기도 가평군 북면 제령리 219-2외1필지,000-0000-0000,13,4,전기시설+상하수도시설+샤워실+화장실
코끼리캠핑장,야영장,37.9586917,127.527077,경기도 가평군 북면 화악산로 1217-2,경기도 가평군 북면 화악리 1007-2외 2필지,000-0000-0000,8,3,전기시설+상하수도시설+샤워실+화장실
여우가달을사랑할때,야영장,37.8120146,127.4305901,경기도 가평군 가평읍 태봉두밀로596번길 78-16,경기도 가평군 가평읍 두밀리 590외1필지,000-0000-0000,11,4,전기시설+상하수도시설+샤워실+화장실
가평오렌지캠프,야영장,37.9133344,127.5764832,경기도 가평군 북면 멱골로272번길 7,경기도 가평군 북면 목동리 344-1,000-0000-0000,29,10,전기시설+상하수도시설+샤워실+화장실
홀리데이캠프캠핑장,야영장,37.604231,127.4944455,경기도 가평군 설악면 유명로 654-82,경기도 가평군 설악면 가일리 180-14,000-0000-0000,20,7,전기시설+상하수도시설+샤워실+화장실
녹천캠핑,야영장,37.8457268,127.3485402,경기도 가평군 조종면 운악청계로333번길 55-19 녹천농원,경기도 가평군 조종면 신상리 297-3,000-0000-0000,14,5,전기시설+상하수도시설+샤워실+화장실
파마스힐캠핑장,야영장,37.7917654,127.3589832,경기도 가평군 상면 한사간길 85-56,경기도 가평군 상면 523,000-0000-0000,14,5,전기시설+상하수도시설+샤워실+화장실
레이크캠핑장,야영장,37.7215782,127.4279486,경기도 가평군 설악면 유명로 2570,"경기도 가평군 설악면 회곡리 744-1, 744-15",000-0000-0000,6,2,전기시설+상하수도시설+샤워실+화장실
캠핑스마일,야영장,37.8455059,127.3850316,경기도 가평군 조종면 연인산로474번길 91-27,"경기도 가평군 조종면 마일리 302,302-1",000-0000-0000,22,7,전기시설+상하수도시설+샤워실+화장실
세라핌캠프,야영장,37.6239258,127.5136166,경기도 가평군 설악면 묵안로 626-17,"경기도 가평군 설악면 설곡리 730-1, 730-36",000-0000-0000,23,8,전기시설+상하수도시설+샤워실+화장실
솔바람캠핑장,야영장,37.9040548,127.3745892,경기도 가평군 조종면 명지산로 337-62,"경기도 가평군 조종면 상판리 481-1, 481-2",031-585-1716,37,12,전기시설+상하수도시설+샤워실+화장실
리아트파크청평원,야영장,37.7000776,127.3952601,경기도 가평군 청평면 북한강로 2060-13,경기도 가평군 청평면 삼회리 185-8,031-932-8188,7,2,전기시설+상하수도시설+샤워실+화장실
하늘숲캠핑장,야영장,37.7766567,127.5091376,경기도 가평군 가평읍 호반로 2092,경기도 가평군 가평읍 이화리 93,031-582-9305,29,10,전기시설+상하수도시설+샤워실+화장실
별드림캠핑장,야영장,37.8725118,127.5656536,경기도 가평군 가평읍 당목가일길 515,경기도 가평군 가평읍 개곡리 198-1,000-0000-0000,12,4,전기시설+상하수도시설+샤워실+화장실
하늘숲글램핑,야영장,37.904449,127.5619854,경기도 가평군 북면 화악산로 254-38,경기도 가평군 북면 소법리 152-4,000-0000-0000,31,10,전기시설+상하수도시설+샤워실+화장실
가평사과나무캠핑장,야영장,37.7896507,127.3581443,경기도 가평군 상면 항사리 427-5,경기도 가평군 상면 항사리 427-5,000-0000-0000,8,3,전기시설+상하수도시설+샤워실+화장실
이지캠핑장,야영장,37.6954204,127.4600908,경기도 가평군 설악면 유명로 2110,경기도 가평군 설악면 회곡리 371,000-0000-0000,30,10,전기시설+상하수도시설+샤워실+화장실
남이섬힐링캠핑장,야영장,37.7721855,127.5362677,경기도 가평군 가평읍 북한강변로 516,경기도 가평군 가평읍 금대리 303-2,031-271-0406,8,3,전기시설+상하수도시설+샤워실+화장실
리버뷰캠핑장,야영장,37.740298,127.4998592,경기도 가평군 가평읍 상지로 949,경기도 가평군 가평읍 복장리 580-3,000-0000-0000,15,5,전기시설+상하수도시설+샤워실+화장실
펠리즈글램핑,야영장,37.7468009,127.5253293,경기도 가평군 가평읍 북한강변로 154,경기도 가평군 가평읍 금대리 583-2,000-0000-0000,5,2,전기시설+상하수도시설+샤워실+화장실
산장관광지,야영장,37.7541277,127.4106146,경기도 가평군 상면 덕현산장길 71 산장관광지,경기도 가평군 상면 덕현리 산74-5 외 1필지,031-8078-8057,47,16,전기시설+상하수도시설+샤워실+화장실
네스트캠핑장,야영장,37.936248,127.5414665,경기도 가평군 북면 화악산로 943-50,경기도 가평군 북면 화악리 750외 2필지,000-0000-0000,16,5,전기시설+상하수도시설+샤워실+화장실
힐링가평오토캠핑장,야영장,37.7568548,127.4035599,경기도 가평군 상면 청군로 316,경기도 가평군 상면 덕현리 159-12외 4필지,000-0000-0000,9,3,전기시설+상하수도시설+샤워실+화장실
올래 캠핑장,야영장,37.592346,127.5117476,경기도 가평군 설악면 어비산길 203,경기도 가평군 설악면 가일리 33,000-0000-0000,5,2,전기시설+상하수도시설+샤워실+화장실
산으로 간 니모 캠핑장,야영장,37.8545028,127.3970088,경기도 가평군 조종면 연인산로 670-321,경기도 가평군 조종면 마일리 71,000-0000-0000,7,2,전기시설+상하수도시설+샤워실+화장실
아담펜션&캠핑장,야영장,37.865937,127.556516,경기도 가평군 가평읍 당목가일길 410-68,경기도 가평군 가평읍 개곡리 382-3,000-0000-0000,7,7,전기시설+상하수도시설+샤워실+화장실
동화카라반,야영장,37.853148,127.508687,경기도 가평군 가평읍 가화로 440-151,경기도 가평군 가평읍 마장리 395-12,000-0000-0000,13,13,전기시설+상하수도시설+샤워실+화장실
가평뜰,야영장,37.631319,127.489466,경기도 가평군 설악면 뇌암길 49,경기도 가평군 설악면 천안리 18,000-0000-0000,15,25,전기시설+상하수도시설+샤워실+화장실
두밀숲캠핑장,야영장,37.818967,127.458632,경기도 가평군 가평읍 태봉두밀로 655-9,경기도 가평군 가평읍 두밀리 541-13,000-0000-0000,12,14,전기시설+상하수도시설+샤워실+화장실
늘푸른쉼터캠핑장,야영장,37.597179,127.497342,경기도 가평군 설악면 어비산길76,경기도 가평군 설악면 가일리 209,000-0000-0000,13,10,전기시설+상하수도시설+샤워실+화장실
캠핑포유캠핑장,야영장,37.937709,127.561213,경기도 가평군 북면 화악산로 686-57,경기도 가평군 북면 화악리 653,000-0000-0000,10,12,전기시설+상하수도시설+샤워실+화장실
라온캠핑장,야영장,37.592043,127.485447,경기도 가평군 호반로 740,경기도 가평군 청평면 호명리 344-6,000-0000-0000,6,7,전기시설+상하수도시설+샤워실+화장실
유명한캠핑장,야영장,37.599821,127.494439,경기도 가평군 설악면 어비산길 11,경기도 가평군 설악면 가일리 199,000-0000-0000,8,10,전기시설+상하수도시설+샤워실+화장실
엄소리오토캠핑장,야영장,37.656132,127.484259,경기도 가평군 설악면 묵안로 29,경기도 가평군 설악면 엄소리 423,000-0000-0000,10,10,전기시설+상하수도시설+샤워실+화장실
헬로우힐연인산캠핑장,야영장,37.845491,127.372226,경기도 가평군 조종면 연인산로 384,경기도 가평군 조종면 마일리 382-12,000-0000-0000,22,2,전기시설+상하수도시설+샤워실+화장실
엠글램핑,야영장,37.637607,127.475562,경기도 가평군 설악면 가마소길 17-500,경기도 가평군 설악면 천안리 714-1,000-0000-0000,21,10,전기시설+상하수도시설+샤워실+화장실
linkdog애견캠핑장,야영장,37.661038,127.489966,경기도 가평군 설악면 신천중앙로28번길 101-60,경기도 가평군 설악면 신천리 263-1,000-0000-0000,15,15,전기시설+상하수도시설+샤워실+화장실
고멧캠핑장,야영장,37.845313,127.486813,경기도 가평군 설악면 용추로 227-88,경기도 가평군 가평읍 승안리 263-4,000-0000-0000,13,20,전기시설+상하수도시설+샤워실+화장실
풍차캠핑장,야영장,37.591608,127.487674,경기도 가평군 설악면 유명산길 117-21,경기도 가평군 설악면 가일리 227,000-0000-0000,7,8,전기시설+상하수도시설+샤워실+화장실
느티나무캠핑장,야영장,37.911671,127.590972,경기도 가평군 북면 멱골로 235,경기도 가평군 북면 목동리 595-2,031-0000-0000,8,6,전기시설+상하수도시설+샤워실+화장실
구름위산책,야영장,37.836134,127.352978,경기도 가평군 조종면 운악청계로 238-38,경기도 가평군 조종면 현리 2-8,031-0000-0000,5,5,전기시설+상하수도시설+샤워실+화장실
에코프라미스,야영장,37.626953,127.513671,경기도 가평군 설악면 묵안로 596,경기도 가평군 설악면 설곡리 471-2,031-0000-0000,10,10,전기시설+상하수도시설+샤워실+화장실
오래캠핑장,야영장,37.902185,127.559213,경기도 가평군 북면 화악산로 233,경기도 가평군 북면 소법리 137-2,031-0000-0000,20,20,전기시설+상하수도시설+샤워실+화장실
부에노스아이레스,야영장,37.740271,127.499809,경기도 가평군 가평읍 상지로 949,경기도 가평군 가평읍 복장리 580-3,031-0000-0000,15,15,전기시설+상하수도시설+샤워실+화장실
산책,야영장,37.936961,127.525436,경기도 가평군 북면 화악산로 943-36,경기도 가평군 북면 화악리 754-6,031-0000-0000,6,6,전기시설+상하수도시설+샤워실+화장실
라무캠핑장,야영장,37.945416,127.489099,경기도 가평군 북면 가화로 2372-42,경기도 가평군 북면 도대리 324-10,031-0000-0000,9,9,전기시설+상하수도시설+샤워실+화장실
그라티아,야영장,37.815263,127.454753,경기도 가평군 가평읍 태봉두밀로 421-22,경기도 가평군 가평읍 두밀리 216,031-0000-0000,11,11,전기시설+상하수도시설+샤워실+화장실
어썸타운,야영장,37.723758,126.866969,경기도 고양시 덕양구 내유길 178-1,경기도 고양시 덕양구 내유동 15-3번지,031-965-5999,8,,매점+ 샤워실+개수시설+화장실
둥글이네,야영장,37.662317,126.9489355,경기도 고양시 덕양구 북한산로 387번길 45-12,경기도 고양시 덕양구 지축동 153번지,02-386-3638,6,,매점+ 샤워실+개수시설+화장실
킨텍스캠핑장,야영장,37.663651,126.738122,경기도 고양시 일산서구 킨텍스로 217-25,경기도 고양시 일산서구 대화동 2720번지,031-913-1700,86,,전기시설+샤워실+개수시설+화장실
신선계곡야영장,야영장,37.449388,127.344563,경기도 광주시 퇴촌면 천진암로 768,경기도 광주시 퇴촌면 관음리 182,000-0000-0000,20,20,샤워장+세척실+화장실
더포레스트 연지곤지점,야영장,37.35248614,127.3237046,경기도 광주시 곤지암읍 경충대로 729,경기도 광주시 곤지암읍 삼리 430,031-763-6200,27,,샤워장+세척실+화장실
늘푸른캠핑장,야영장,37.635447,127.132092,경기도 구리시 동구릉로459번길 181,경기도 구리시 사노동 산175-140,031-572-4511,15,8,화장실+샤워실+식기세척장+전기시설
구리 토평 가족캠핑장,자동차야영장,37.586339,127.158398,경기도 구리시 왕숙천로 11-140,경기도 구리시 토평동 51-6,031-550-3788,29,29,화장실+샤워실+식기세척장+전기시설
김포한강오토캠핑장,자동차야영장,37.7033421,126.6544953,경기도 김포시 월하로912번길 64,경기도 김포시 하성면 전류리 167번지,031-989-1000,95,80,샤워실15
봉바위농원,야영장,37.7406421,126.611583,경기도 김포시 평화공원로70번길 290-97,경기도 김포시 하성면 가금리 396-1번지,031-983-5095,7,10,샤워실4
문수골산장,야영장,37.740257,126.5355384,,"경기도 김포시 월곶면 성동리 212-3, 4, 5번지",031-997-8959,40,40,샤워실16
김포황토테마파크,자동차야영장,37.7008491,126.6554141,,경기도 김포시 하성면 전류리 114번지,031-984-7428,11,10,샤워실3
동막골캠프,야영장,37.751002,126.5369799,경기도 김포시 문수산로252번길 19,경기도 김포시 월곶면 성동리 84번지,031-981-7433,16,20,샤워실2
김포예당캠핑장,야영장,37.7480874,126.5335602,경기도 김포시 문수산로 216,경기도 김포시 월곶면 성동리 152번지,031-989-3113,7,10,미상
솔내음캠핑장,야영장,37.6894886,126.5810027,경기도 김포시 절골로127번길 32-90,경기도 김포시 통진읍 옹정리 248-5번지,031-997-3775,49,30,샤워실4
덕포진누리마을캠핑장,야영장,37.6511312,126.5369813,경기도 김포시 덕포진로103번길 130-1,경기도 김포시 대곶면 신안리 228-2번지,031-988-5952,25,25,샤워실2
영농조합법인 김포관광농원,야영장,37.7475853,126.5597847,경기도 김포시 월곶면 용강로 325,경기도 김포시 월곶면 용강리 315-156번지,031-986-7608,69,70,샤워실30
